name  lat	long	url	url-s	url-p	username	
Ali double	-37.85249	144.996524	 http://farm7.staticflickr.com/6190/6129548494_bdc3a9c188_q.jpg	 http://farm7.staticflickr.com/6190/6129548494_bdc3a9c188_m.jpg	 http://www.flickr.com/photos/61825161@N06/6129548494	 yunkle mallakoff	
Low	-37.852422	144.996535	 http://farm3.staticflickr.com/2672/5818622460_e32242af4d_q.jpg	 http://farm3.staticflickr.com/2672/5818622460_e32242af4d_m.jpg	 http://www.flickr.com/photos/61825161@N06/5818622460	 yunkle mallakoff	
Superhero Academy	-37.852167	144.996167	 http://farm7.staticflickr.com/6100/6266298106_87c3e92eed_q.jpg	 http://farm7.staticflickr.com/6100/6266298106_87c3e92eed_m.jpg	 http://www.flickr.com/photos/62606667@N04/6266298106	 Grant Eaton	
The Sorceress	-37.851524	144.993484	 http://farm7.staticflickr.com/6034/6266285502_ee083f7234_q.jpg	 http://farm7.staticflickr.com/6034/6266285502_ee083f7234_m.jpg	 http://www.flickr.com/photos/62606667@N04/6266285502	 Grant Eaton	
Sofles @ Rtist Gallery	-37.850501	144.991704	 http://farm7.staticflickr.com/6194/6029153356_9e06d646b5_q.jpg	 http://farm7.staticflickr.com/6194/6029153356_9e06d646b5_m.jpg	 http://www.flickr.com/photos/44261753@N05/6029153356	 J-C-M	
Ali	-37.850105	144.995966	 http://farm7.staticflickr.com/6086/6128984013_df4ce61942_q.jpg	 http://farm7.staticflickr.com/6086/6128984013_df4ce61942_m.jpg	 http://www.flickr.com/photos/61825161@N06/6128984013	 yunkle mallakoff	
365.130 - R2D2 Stencil	-37.849475	144.993072	 http://farm5.staticflickr.com/4005/4581906887_016c330989_q.jpg	 http://farm5.staticflickr.com/4005/4581906887_016c330989_m.jpg	 http://www.flickr.com/photos/88955553@N00/4581906887	 nettsu	
Graffiti Dudes	-37.846629	144.993706	 http://farm4.staticflickr.com/3096/2620617201_b400575735_q.jpg	 http://farm4.staticflickr.com/3096/2620617201_b400575735_m.jpg	 http://www.flickr.com/photos/16767930@N05/2620617201	 Ted & Dani Percival	
teddy bear girl	-37.845802	144.985227	 http://farm7.staticflickr.com/6130/6003698699_35d17717d6_q.jpg	 http://farm7.staticflickr.com/6130/6003698699_35d17717d6_m.jpg	 http://www.flickr.com/photos/61825161@N06/6003698699	 yunkle mallakoff	
Pass the Soap (desaturated)	-37.844071	144.995198	 http://farm6.staticflickr.com/5305/5618460331_6642345a9d_q.jpg	 http://farm6.staticflickr.com/5305/5618460331_6642345a9d_m.jpg	 http://www.flickr.com/photos/56319990@N08/5618460331	 Alan O'Riordan	
Newport	-37.842708	144.882247	 http://farm5.staticflickr.com/4085/5067209212_e02f1de63e_q.jpg	 http://farm5.staticflickr.com/4085/5067209212_e02f1de63e_m.jpg	 http://www.flickr.com/photos/30319601@N03/5067209212	 nocharm	
Box	-37.842461	144.947157	 http://farm8.staticflickr.com/7002/6566087417_9b040beaeb_q.jpg	 http://farm8.staticflickr.com/7002/6566087417_9b040beaeb_m.jpg	 http://www.flickr.com/photos/81177269@N00/6566087417	 alphajuliet	
Surreal	-37.840427	144.950995	 http://farm9.staticflickr.com/8160/7140058447_376e0e2d31_q.jpg	 http://farm9.staticflickr.com/8160/7140058447_376e0e2d31_m.jpg	 http://www.flickr.com/photos/81177269@N00/7140058447	 alphajuliet	
Underpass	-37.84	144.958667	 http://farm7.staticflickr.com/6240/6357371385_3c468673d2_q.jpg	 http://farm7.staticflickr.com/6240/6357371385_3c468673d2_m.jpg	 http://www.flickr.com/photos/81177269@N00/6357371385	 alphajuliet	
Raglan Street South Melbourne	-37.836833	144.964736	 http://farm5.staticflickr.com/4019/4500580863_a9d04b0cdd_q.jpg	 http://farm5.staticflickr.com/4019/4500580863_a9d04b0cdd_m.jpg	 http://www.flickr.com/photos/88955553@N00/4500580863	 nettsu	
Social Commentary?	-37.835748	144.955814	 http://farm5.staticflickr.com/4109/5007111513_b24edc7106_q.jpg	 http://farm5.staticflickr.com/4109/5007111513_b24edc7106_m.jpg	 http://www.flickr.com/photos/88955553@N00/5007111513	 nettsu	
Stop Being So Serious	-37.835205	144.951721	 http://farm5.staticflickr.com/4058/4583111188_44fa1dfbcc_q.jpg	 http://farm5.staticflickr.com/4058/4583111188_44fa1dfbcc_m.jpg	 http://www.flickr.com/photos/88955553@N00/4583111188	 nettsu	
Graffiti Law	-37.834734	144.930725	 http://farm6.staticflickr.com/5074/5900669020_bf57f36acb_q.jpg	 http://farm6.staticflickr.com/5074/5900669020_bf57f36acb_m.jpg	 http://www.flickr.com/photos/33390009@N06/5900669020	 verorev	
365.258 - I love this stencil!	-37.834395	144.964642	 http://farm5.staticflickr.com/4125/4997752131_65658a55bc_q.jpg	 http://farm5.staticflickr.com/4125/4997752131_65658a55bc_m.jpg	 http://www.flickr.com/photos/88955553@N00/4997752131	 nettsu	
365.116 - Fight for Robot Rights	-37.834293	144.964857	 http://farm5.staticflickr.com/4009/4541360707_72fe1025e1_q.jpg	 http://farm5.staticflickr.com/4009/4541360707_72fe1025e1_m.jpg	 http://www.flickr.com/photos/88955553@N00/4541360707	 nettsu	
Fight for Robot Rights	-37.834225	144.965114	 http://farm3.staticflickr.com/2627/3697754100_e0241dc0a6_q.jpg	 http://farm3.staticflickr.com/2627/3697754100_e0241dc0a6_m.jpg	 http://www.flickr.com/photos/88955553@N00/3697754100	 nettsu	
Melbourne	-37.833649	144.927062	 http://farm8.staticflickr.com/7184/7019613833_de5ae42ba8_q.jpg	 http://farm8.staticflickr.com/7184/7019613833_de5ae42ba8_m.jpg	 http://www.flickr.com/photos/33124947@N07/7019613833	 onevery	
Urbanity (HDR)	-37.832827	144.993374	 http://farm6.staticflickr.com/5023/5844611714_253a9ba61d_q.jpg	 http://farm6.staticflickr.com/5023/5844611714_253a9ba61d_m.jpg	 http://www.flickr.com/photos/56319990@N08/5844611714	 Alan O'Riordan	
surrender your heart	-37.832412	144.958376	 http://farm4.staticflickr.com/3308/3293233991_2eea568a2c_q.jpg	 http://farm4.staticflickr.com/3308/3293233991_2eea568a2c_m.jpg	 http://www.flickr.com/photos/63357531@N00/3293233991	 sensesmaybenumbed	
Drewfunk House	-37.831357	144.96064	 http://farm5.staticflickr.com/4132/5117126938_3285f2d966_q.jpg	 http://farm5.staticflickr.com/4132/5117126938_3285f2d966_m.jpg	 http://www.flickr.com/photos/9574497@N07/5117126938	 beatplusmelody	
Good view from there	-37.831293	144.960436	 http://farm3.staticflickr.com/2789/4360978655_7ce6307e2d_q.jpg	 http://farm3.staticflickr.com/2789/4360978655_7ce6307e2d_m.jpg	 http://www.flickr.com/photos/43285672@N02/4360978655	 Kitten of DOOM.	
Milling in front of Drew's mural	-37.831293	144.960436	 http://farm3.staticflickr.com/2701/4360975543_fe0754eb3d_q.jpg	 http://farm3.staticflickr.com/2701/4360975543_fe0754eb3d_m.jpg	 http://www.flickr.com/photos/43285672@N02/4360975543	 Kitten of DOOM.	
Benzo Itch Kid Zoom	-37.831293	144.960436	 http://farm3.staticflickr.com/2721/4361706980_12e2f5af78_q.jpg	 http://farm3.staticflickr.com/2721/4361706980_12e2f5af78_m.jpg	 http://www.flickr.com/photos/43285672@N02/4361706980	 Kitten of DOOM.	
Cool ride!	-37.831293	144.960436	 http://farm5.staticflickr.com/4062/4360969735_790a197759_q.jpg	 http://farm5.staticflickr.com/4062/4360969735_790a197759_m.jpg	 http://www.flickr.com/photos/43285672@N02/4360969735	 Kitten of DOOM.	
Phibs & Reka	-37.831293	144.960436	 http://farm3.staticflickr.com/2645/4361702438_dbe9d276b7_q.jpg	 http://farm3.staticflickr.com/2645/4361702438_dbe9d276b7_m.jpg	 http://www.flickr.com/photos/43285672@N02/4361702438	 Kitten of DOOM.	
Phibs	-37.831293	144.960436	 http://farm3.staticflickr.com/2726/4361699338_936f425221_q.jpg	 http://farm3.staticflickr.com/2726/4361699338_936f425221_m.jpg	 http://www.flickr.com/photos/43285672@N02/4361699338	 Kitten of DOOM.	
Meggs	-37.831293	144.960436	 http://farm5.staticflickr.com/4063/4360953795_b0ce2401ec_q.jpg	 http://farm5.staticflickr.com/4063/4360953795_b0ce2401ec_m.jpg	 http://www.flickr.com/photos/43285672@N02/4360953795	 Kitten of DOOM.	
Otis Chamberlain	-37.831293	144.960436	 http://farm5.staticflickr.com/4071/4360947531_c66ef56791_q.jpg	 http://farm5.staticflickr.com/4071/4360947531_c66ef56791_m.jpg	 http://www.flickr.com/photos/43285672@N02/4360947531	 Kitten of DOOM.	
Otis Chamberlain	-37.831293	144.960436	 http://farm3.staticflickr.com/2784/4360943473_f8e19bd9b9_q.jpg	 http://farm3.staticflickr.com/2784/4360943473_f8e19bd9b9_m.jpg	 http://www.flickr.com/photos/43285672@N02/4360943473	 Kitten of DOOM.	
Otis Chamberlain	-37.831293	144.960436	 http://farm5.staticflickr.com/4049/4361680772_1ca464e01d_q.jpg	 http://farm5.staticflickr.com/4049/4361680772_1ca464e01d_m.jpg	 http://www.flickr.com/photos/43285672@N02/4361680772	 Kitten of DOOM.	
Happy up here	-37.831293	144.960436	 http://farm5.staticflickr.com/4050/4361677270_13e1df74d6_q.jpg	 http://farm5.staticflickr.com/4050/4361677270_13e1df74d6_m.jpg	 http://www.flickr.com/photos/43285672@N02/4361677270	 Kitten of DOOM.	
	-37.831293	144.960436	 http://farm5.staticflickr.com/4053/4361671338_570c405db1_q.jpg	 http://farm5.staticflickr.com/4053/4361671338_570c405db1_m.jpg	 http://www.flickr.com/photos/43285672@N02/4361671338	 Kitten of DOOM.	
Otis Chamberlain	-37.831293	144.960436	 http://farm3.staticflickr.com/2761/4360933577_567ee36916_q.jpg	 http://farm3.staticflickr.com/2761/4360933577_567ee36916_m.jpg	 http://www.flickr.com/photos/43285672@N02/4360933577	 Kitten of DOOM.	
Reka	-37.831293	144.960436	 http://farm5.staticflickr.com/4001/4361662310_fd94cb8656_q.jpg	 http://farm5.staticflickr.com/4001/4361662310_fd94cb8656_m.jpg	 http://www.flickr.com/photos/43285672@N02/4361662310	 Kitten of DOOM.	
Benzo	-37.831293	144.960436	 http://farm5.staticflickr.com/4015/4360926423_84753aa992_q.jpg	 http://farm5.staticflickr.com/4015/4360926423_84753aa992_m.jpg	 http://www.flickr.com/photos/43285672@N02/4360926423	 Kitten of DOOM.	
Benzo	-37.831293	144.960436	 http://farm5.staticflickr.com/4021/4361664888_c6cba1105f_q.jpg	 http://farm5.staticflickr.com/4021/4361664888_c6cba1105f_m.jpg	 http://www.flickr.com/photos/43285672@N02/4361664888	 Kitten of DOOM.	
Beer time	-37.831293	144.960436	 http://farm3.staticflickr.com/2752/4361658610_48ac431d9f_q.jpg	 http://farm3.staticflickr.com/2752/4361658610_48ac431d9f_m.jpg	 http://www.flickr.com/photos/43285672@N02/4361658610	 Kitten of DOOM.	
Phibs	-37.831293	144.960436	 http://farm5.staticflickr.com/4033/4361654316_d190678770_q.jpg	 http://farm5.staticflickr.com/4033/4361654316_d190678770_m.jpg	 http://www.flickr.com/photos/43285672@N02/4361654316	 Kitten of DOOM.	
Kid Zoom	-37.831293	144.960436	 http://farm3.staticflickr.com/2768/4361651102_a3b3d87722_q.jpg	 http://farm3.staticflickr.com/2768/4361651102_a3b3d87722_m.jpg	 http://www.flickr.com/photos/43285672@N02/4361651102	 Kitten of DOOM.	
the ugliest child	-37.8312	145.134823	 http://farm4.staticflickr.com/3641/3704634605_07f0993705_q.jpg	 http://farm4.staticflickr.com/3641/3704634605_07f0993705_m.jpg	 http://www.flickr.com/photos/46015984@N00/3704634605	 nixwilliams	
Double barrelled	-37.83109	144.960436	 http://farm6.staticflickr.com/5070/5602436146_8b5661b79b_q.jpg	 http://farm6.staticflickr.com/5070/5602436146_8b5661b79b_m.jpg	 http://www.flickr.com/photos/81177269@N00/5602436146	 alphajuliet	
Project Melbourne Underground Mini Cooper Ray	-37.831	144.959166	 http://farm8.staticflickr.com/7150/6793001843_6b2a767874_q.jpg	 http://farm8.staticflickr.com/7150/6793001843_6b2a767874_m.jpg	 http://www.flickr.com/photos/88955553@N00/6793001843	 nettsu	
Project Melbourne Underground Mini Cooper Ray	-37.831	144.959166	 http://farm8.staticflickr.com/7173/6793002905_cb292065d3_q.jpg	 http://farm8.staticflickr.com/7173/6793002905_cb292065d3_m.jpg	 http://www.flickr.com/photos/88955553@N00/6793002905	 nettsu	
Project Melbourne Underground Mini Cooper Ray	-37.831	144.958666	 http://farm8.staticflickr.com/7158/6793003873_21aeae9d87_q.jpg	 http://farm8.staticflickr.com/7158/6793003873_21aeae9d87_m.jpg	 http://www.flickr.com/photos/88955553@N00/6793003873	 nettsu	
Yarra Place Graffiti	-37.830959	144.96034	 http://farm5.staticflickr.com/4032/4381344805_8f8d97748b_q.jpg	 http://farm5.staticflickr.com/4032/4381344805_8f8d97748b_m.jpg	 http://www.flickr.com/photos/44261753@N05/4381344805	 J-C-M	
23rd of December and the elephant arrives	-37.830937	144.958419	 http://farm1.staticflickr.com/34/117375943_fe93eb9f38_q.jpg	 http://farm1.staticflickr.com/34/117375943_fe93eb9f38_m.jpg	 http://www.flickr.com/photos/49342011@N00/117375943	 Leon Sammartino	
South Melbourne graffiti robot	-37.83084	144.96035	 http://farm5.staticflickr.com/4057/4356217852_726a7b0651_q.jpg	 http://farm5.staticflickr.com/4057/4356217852_726a7b0651_m.jpg	 http://www.flickr.com/photos/44261753@N05/4356217852	 J-C-M	
South Melbourne Graffiti by Benzo	-37.830802	144.960232	 http://farm5.staticflickr.com/4010/4356218826_b39c9be75c_q.jpg	 http://farm5.staticflickr.com/4010/4356218826_b39c9be75c_m.jpg	 http://www.flickr.com/photos/44261753@N05/4356218826	 J-C-M	
Pink Doors	-37.830734	144.997987	 http://farm7.staticflickr.com/6231/6343267227_e1bf31d778_q.jpg	 http://farm7.staticflickr.com/6231/6343267227_e1bf31d778_m.jpg	 http://www.flickr.com/photos/59335517@N02/6343267227	 1llustr4t0r.com	
Pac Attack	-37.830734	144.997987	 http://farm7.staticflickr.com/6228/6344016542_65bda0dbe4_q.jpg	 http://farm7.staticflickr.com/6228/6344016542_65bda0dbe4_m.jpg	 http://www.flickr.com/photos/59335517@N02/6344016542	 1llustr4t0r.com	
Gringo	-37.830734	144.997987	 http://farm7.staticflickr.com/6046/6221782249_be3e7ef5c6_q.jpg	 http://farm7.staticflickr.com/6046/6221782249_be3e7ef5c6_m.jpg	 http://www.flickr.com/photos/59335517@N02/6221782249	 1llustr4t0r.com	
Smoke 'em If Ya Got 'em	-37.830734	144.997987	 http://farm7.staticflickr.com/6057/6221780395_749ba3476d_q.jpg	 http://farm7.staticflickr.com/6057/6221780395_749ba3476d_m.jpg	 http://www.flickr.com/photos/59335517@N02/6221780395	 1llustr4t0r.com	
Roger That.	-37.830734	144.997987	 http://farm7.staticflickr.com/6160/6221780263_7de38dc64d_q.jpg	 http://farm7.staticflickr.com/6160/6221780263_7de38dc64d_m.jpg	 http://www.flickr.com/photos/59335517@N02/6221780263	 1llustr4t0r.com	
Life Saver	-37.830734	144.997987	 http://farm7.staticflickr.com/6230/6221780041_636683bb17_q.jpg	 http://farm7.staticflickr.com/6230/6221780041_636683bb17_m.jpg	 http://www.flickr.com/photos/59335517@N02/6221780041	 1llustr4t0r.com	
I Want You Too	-37.830734	144.997987	 http://farm7.staticflickr.com/6170/6222300722_38a4876440_q.jpg	 http://farm7.staticflickr.com/6170/6222300722_38a4876440_m.jpg	 http://www.flickr.com/photos/59335517@N02/6222300722	 1llustr4t0r.com	
Rhino Peel	-37.830734	144.997987	 http://farm7.staticflickr.com/6116/6221779855_8ebbf0bcc7_q.jpg	 http://farm7.staticflickr.com/6116/6221779855_8ebbf0bcc7_m.jpg	 http://www.flickr.com/photos/59335517@N02/6221779855	 1llustr4t0r.com	
Shida Seated	-37.830734	144.997987	 http://farm7.staticflickr.com/6037/6221779703_23351048ec_q.jpg	 http://farm7.staticflickr.com/6037/6221779703_23351048ec_m.jpg	 http://www.flickr.com/photos/59335517@N02/6221779703	 1llustr4t0r.com	
Plenty Of Pieces	-37.830734	144.997987	 http://farm7.staticflickr.com/6050/6222300222_ffb443f8a6_q.jpg	 http://farm7.staticflickr.com/6050/6222300222_ffb443f8a6_m.jpg	 http://www.flickr.com/photos/59335517@N02/6222300222	 1llustr4t0r.com	
Eat $h!t	-37.830734	144.997987	 http://farm7.staticflickr.com/6240/6222300002_5d84b66ac2_q.jpg	 http://farm7.staticflickr.com/6240/6222300002_5d84b66ac2_m.jpg	 http://www.flickr.com/photos/59335517@N02/6222300002	 1llustr4t0r.com	
January 29 2013 - walk this way	-37.830412	144.995391	 http://farm9.staticflickr.com/8220/8426879042_424242425f_q.jpg	 http://farm9.staticflickr.com/8220/8426879042_424242425f_m.jpg	 http://www.flickr.com/photos/59307041@N04/8426879042	 anthonyfoster1973	
Man with a Mo	-37.829988	144.881043	 http://farm9.staticflickr.com/8476/8085340497_0769eb9d40_q.jpg	 http://farm9.staticflickr.com/8476/8085340497_0769eb9d40_m.jpg	 http://www.flickr.com/photos/43839823@N07/8085340497	 Raoul's Photos	
047/365 ella ella	-37.829107	145.059185	 http://farm6.staticflickr.com/5138/5449834367_e025756462_q.jpg	 http://farm6.staticflickr.com/5138/5449834367_e025756462_m.jpg	 http://www.flickr.com/photos/48987113@N04/5449834367	 .Yann	
Roller Cat	-37.828785	144.991647	 http://farm6.staticflickr.com/5017/5508755974_fe951c83cb_q.jpg	 http://farm6.staticflickr.com/5017/5508755974_fe951c83cb_m.jpg	 http://www.flickr.com/photos/59335517@N02/5508755974	 1llustr4t0r.com	
Vanity Print	-37.828768	144.932098	 http://farm7.staticflickr.com/6032/5900670210_686bb289f7_q.jpg	 http://farm7.staticflickr.com/6032/5900670210_686bb289f7_m.jpg	 http://www.flickr.com/photos/33390009@N06/5900670210	 verorev	
046/365 Standing Out - 3/3	-37.828598	145.058584	 http://farm6.staticflickr.com/5260/5447306283_88edc3c529_q.jpg	 http://farm6.staticflickr.com/5260/5447306283_88edc3c529_m.jpg	 http://www.flickr.com/photos/48987113@N04/5447306283	 .Yann	
Rhino One	-37.828124	145.000348	 http://farm3.staticflickr.com/2246/5714643771_5ed9248588_q.jpg	 http://farm3.staticflickr.com/2246/5714643771_5ed9248588_m.jpg	 http://www.flickr.com/photos/59335517@N02/5714643771	 1llustr4t0r.com	
recline	-37.828	145.007833	 http://farm7.staticflickr.com/6095/6239839315_087d427f9a_q.jpg	 http://farm7.staticflickr.com/6095/6239839315_087d427f9a_m.jpg	 http://www.flickr.com/photos/12632757@N05/6239839315	 the euskadi 11	
Rowland	-37.827815	144.967262	 http://farm8.staticflickr.com/7030/6634650219_abfa45d569_q.jpg	 http://farm8.staticflickr.com/7030/6634650219_abfa45d569_m.jpg	 http://www.flickr.com/photos/18694131@N00/6634650219	 Jellibat	
16 of 365: Rainbow garage	-37.827421	145.010046	 http://farm6.staticflickr.com/5169/5359831230_1784277ce3_q.jpg	 http://farm6.staticflickr.com/5169/5359831230_1784277ce3_m.jpg	 http://www.flickr.com/photos/21453664@N04/5359831230	 Amy Feldtmann	
Swan Street Mural 05/02/11 12pm	-37.827293	144.991872	 http://farm5.staticflickr.com/4096/5433658394_78827d242f_q.jpg	 http://farm5.staticflickr.com/4096/5433658394_78827d242f_m.jpg	 http://www.flickr.com/photos/59335517@N02/5433658394	 1llustr4t0r.com	
graffiti	-37.827277	144.991765	 http://farm5.staticflickr.com/4058/5166440534_2b1779a3f9_q.jpg	 http://farm5.staticflickr.com/4058/5166440534_2b1779a3f9_m.jpg	 http://www.flickr.com/photos/25642045@N03/5166440534	 thewhyoffry	
rolf	-37.827277	144.991765	 http://farm5.staticflickr.com/4090/5166447258_feb98e542e_q.jpg	 http://farm5.staticflickr.com/4090/5166447258_feb98e542e_m.jpg	 http://www.flickr.com/photos/25642045@N03/5166447258	 thewhyoffry	
alleyway of graffiti	-37.827277	144.991765	 http://farm2.staticflickr.com/1413/5166444580_f627c944e3_q.jpg	 http://farm2.staticflickr.com/1413/5166444580_f627c944e3_m.jpg	 http://www.flickr.com/photos/25642045@N03/5166444580	 thewhyoffry	
awesome graffiti	-37.827277	144.991765	 http://farm2.staticflickr.com/1367/5166441786_b1643e5c83_q.jpg	 http://farm2.staticflickr.com/1367/5166441786_b1643e5c83_m.jpg	 http://www.flickr.com/photos/25642045@N03/5166441786	 thewhyoffry	
another graffiti wall	-37.827277	144.991765	 http://farm5.staticflickr.com/4003/5165853571_7fd354b421_q.jpg	 http://farm5.staticflickr.com/4003/5165853571_7fd354b421_m.jpg	 http://www.flickr.com/photos/25642045@N03/5165853571	 thewhyoffry	
national figures	-37.827277	144.991765	 http://farm5.staticflickr.com/4037/5165844833_ef05eba765_q.jpg	 http://farm5.staticflickr.com/4037/5165844833_ef05eba765_m.jpg	 http://www.flickr.com/photos/25642045@N03/5165844833	 thewhyoffry	
street art	-37.827277	144.991765	 http://farm5.staticflickr.com/4047/5165850431_32d10d9d5f_q.jpg	 http://farm5.staticflickr.com/4047/5165850431_32d10d9d5f_m.jpg	 http://www.flickr.com/photos/25642045@N03/5165850431	 thewhyoffry	
Burnley Goes Big 1	-37.827107	145.005111	 http://farm4.staticflickr.com/3370/5714638807_806bf883fe_q.jpg	 http://farm4.staticflickr.com/3370/5714638807_806bf883fe_m.jpg	 http://www.flickr.com/photos/59335517@N02/5714638807	 1llustr4t0r.com	
Burnley Goes Big 2	-37.827107	145.005111	 http://farm3.staticflickr.com/2347/5714638571_cebd2455c0_q.jpg	 http://farm3.staticflickr.com/2347/5714638571_cebd2455c0_m.jpg	 http://www.flickr.com/photos/59335517@N02/5714638571	 1llustr4t0r.com	
Burnley Goes Big 3	-37.827107	145.005111	 http://farm4.staticflickr.com/3468/5714638449_78964b4d3e_q.jpg	 http://farm4.staticflickr.com/3468/5714638449_78964b4d3e_m.jpg	 http://www.flickr.com/photos/59335517@N02/5714638449	 1llustr4t0r.com	
